"","School_Dis_Name","School_Dis_Code","STATE","County_Name","State_County_Code","ENROLL","YRDATA","TOTAL_REVENUE","FEDERAL_REVENUE","STATE_REVENUE","LOCAL_REVENUE","TOTAL_EXPENDITURE","INSTRUCTION_EXPENDITURE","SUPPORT_SERVICES_EXPENDITURE","OTHER_EXPENDITURE","CAPITAL_OUTLAY_EXPENDITURE","SNAP"
"14981","milton graded sch dist",NA,"Vermont",NA,NA,1690,2013,27156,1534,24615,1007,25105,15034,8148,700,355,NA
"14982","underhill inc sch dist",NA,"Vermont",NA,NA,113,2013,1655,0,1625,30,1737,763,409,0,11,NA
"14983","bolton town sch dist",NA,"Vermont",NA,NA,71,2013,1295,5,1267,23,1647,521,338,53,290,NA
"14984","burlington city schs",NA,"Vermont",NA,NA,3992,2013,78194,7139,62821,8234,84541,48817,25209,3478,5487,NA
"14985","charlotte town sch dist",NA,"Vermont",NA,NA,472,2013,7279,99,6967,213,7127,4128,2258,104,151,NA
"14986","colchester sch dist",NA,"Vermont",NA,NA,2121,2013,34573,1436,30731,2406,35169,19604,12916,1105,922,NA
"14987","essex town sch dist",NA,"Vermont",NA,NA,1292,2013,20623,864,19130,629,20546,12522,7065,654,126,NA
"14988","hinesburg town sch dist",NA,"Vermont",NA,NA,541,2013,8251,3,7737,511,8410,4749,1924,352,260,NA
"14989","huntington sch dist",NA,"Vermont",NA,NA,156,2013,1940,7,1845,88,2149,842,431,114,57,NA
"14990","jericho town sch dist",NA,"Vermont",NA,NA,238,2013,3728,10,3586,132,3882,1828,708,138,163,NA
"14991","richmond town sch dist",NA,"Vermont",NA,NA,288,2013,4380,168,4046,166,4462,1882,727,137,427,NA
"14992","shelburne town sch dist",NA,"Vermont",NA,NA,859,2013,12034,165,11513,356,11974,7489,2792,209,277,NA
"14993","south burlington city school dist",NA,"Vermont",NA,NA,2414,2013,44753,1532,39281,3940,45645,27125,14420,2835,951,NA
"14994","underhill town sch dist",NA,"Vermont",NA,NA,161,2013,2256,4,2168,84,2301,859,452,64,113,NA
